user_id,movie_id,rating,timestamp
1,31,4.0,1273558723
1,267,4.5,1279052334
1,11,5.0,1323580327
1,156,4.0,1369382613
1,26,4.5,1385748142
1,157,3.0,1388916862
1,106,5.0,1403062516
1,43,3.5,1498295689
1,27,3.0,1538450462
1,25,3.5,1621882220
1,2,5.0,1631465466
1,12,3.0,1633515842
2,40,5.0,1363838353
2,322,3.5,1374173709
2,7,4.0,1376240361
2,156,5.0,1475021321
2,99,5.0,1545371115
2,11,5.0,1591948733
2,13,4.0,1595391350
2,36,5.0,1603531560
2,59,3.5,1648938422
2,2,4.0,1653736612
3,7,5.0,1306231241
3,165,3.0,1311192010
3,326,1.0,1321425974
3,20,4.5,1381517995
3,59,3.0,1402268393
3,179,2.5,1402365301
3,45,1.5,1409775438
3,2,5.0,1447306170
3,305,5.0,1499610397
3,86,3.0,1501931196
3,76,3.5,1509037293
3,338,3.5,1522959680
3,89,4.0,1544261849
3,68,2.5,1561784852
3,85,3.5,1564731185
3,236,2.0,1607388542
3,97,2.0,1629203529
4,22,2.5,1267271906
4,59,2.5,1279531266
4,311,2.5,1292103510
4,7,3.5,1300712999
4,165,3.0,1305299291
4,38,2.5,1313052323
4,21,2.5,1335925912
4,190,2.5,1338561886
4,288,0.5,1340761377
4,8,4.0,1352592179
4,74,2.5,1376064695
4,222,2.0,1384962072
4,24,4.5,1391378295
4,48,2.5,1391675007
4,56,4.0,1405529419
4,47,3.0,1406386689
4,18,4.5,1426882840
4,152,1.5,1457772160
4,246,1.5,1459244029
4,88,2.5,1460286421
4,2,4.0,1487906375
4,195,0.5,1504240408
4,83,2.5,1543348274
4,86,2.5,1563670893
4,39,2.5,1568829830
4,322,2.5,1573869152
4,19,5.0,1592868963
4,5,2.5,1602515280
4,3,3.5,1604353259
4,72,1.0,1607708412
4,326,0.5,1609598360
4,12,4.0,1623476221
4,188,2.0,1632924304
4,11,4.5,1653632615
5,137,1.0,1264881042
5,49,4.0,1326232148
5,267,1.0,1346292955
5,48,4.0,1349785315
5,218,3.5,1357221730
5,4,4.0,1370651001
5,57,4.5,1416016661
5,299,0.5,1418099858
5,311,3.0,1430011847
5,58,3.0,1448794721
5,88,3.0,1450906829
5,8,4.5,1466477119
5,50,5.0,1468787854
5,43,4.5,1469559928
5,26,3.5,1499158638
5,81,2.5,1502467902
5,40,5.0,1526609540
5,204,2.0,1530764118
5,3,2.5,1536419008
5,237,3.0,1541499714
5,35,4.0,1555063358
5,281,1.5,1559299803
5,12,4.5,1577246602
5,7,2.0,1587027639
5,129,1.5,1597407385
5,290,1.5,1598512947
5,222,3.0,1658136105
5,11,3.5,1659265014
6,57,5.0,1283212383
6,43,3.0,1299653391
6,26,5.0,1300850483
6,250,3.0,1420560363
6,291,4.5,1427018041
6,175,4.5,1432686687
6,94,5.0,1478828755
6,165,4.0,1490066839
6,99,5.0,1493507515
6,317,2.5,1527076608
6,21,5.0,1578860874
6,278,1.5,1600334029
6,58,2.5,1660651870
7,46,5.0,1264505817
7,291,3.5,1282089778
7,64,3.5,1305736468
7,62,4.0,1314255178
7,177,3.5,1343705321
7,36,5.0,1345844768
7,236,2.5,1364612226
7,140,2.0,1367498968
7,40,5.0,1367701186
7,72,2.0,1375565390
7,311,3.5,1403768932
7,52,3.0,1445511224
7,136,3.5,1474621886
7,13,3.5,1506237442
7,59,2.5,1510954680
7,199,2.0,1565865621
7,108,3.0,1570896079
7,194,2.5,1594092479
7,50,5.0,1620607408
7,76,4.0,1653410046
7,56,3.5,1662136743
8,215,2.5,1268065141
8,49,3.0,1269555308
8,153,1.0,1276248898
8,147,2.5,1321801131
8,141,3.0,1328409421
8,66,3.0,1335725194
8,103,2.0,1337063872
8,196,1.5,1364730278
8,161,3.0,1366671580
8,165,3.0,1413389931
8,55,3.0,1422765974
8,6,2.0,1470462301
8,74,2.5,1520922407
8,243,1.5,1548809771
8,13,2.5,1562700811
8,10,2.0,1566757533
8,85,2.5,1616687657
8,16,2.5,1631889597
8,186,3.0,1659807846
9,179,3.0,1268909621
9,17,4.5,1274105285
9,300,1.0,1275797114
9,22,3.5,1306248021
9,94,2.0,1306729294
9,325,3.5,1310827636
9,72,3.5,1311406557
9,16,4.5,1315653881
9,99,3.5,1316337082
9,93,2.5,1322922153
9,7,4.5,1326076524
9,98,1.5,1332784541
9,89,3.0,1340972003
9,117,5.0,1346202643
9,118,5.0,1346267731
9,165,1.5,1351445923
9,70,4.0,1352475639
9,10,3.0,1375615887
9,27,3.5,1386513089
9,85,2.5,1387596482
9,30,3.0,1403143733
9,175,4.0,1404011028
9,151,1.5,1409139482
9,83,5.0,1409568967
9,196,1.5,1416071731
9,14,2.0,1427837776
9,112,4.0,1431203842
9,134,4.0,1436529891
9,102,3.5,1446724959
9,116,4.5,1463209785
9,204,2.0,1464918106
9,33,2.5,1474386650
9,37,2.5,1474594608
9,81,2.5,1481008308
9,177,3.5,1488500416
9,97,1.0,1491474106
9,323,3.0,1494735113
9,103,1.5,1508544902
9,255,2.0,1521508804
9,104,4.0,1550587735
9,11,4.5,1581014441
9,176,4.5,1590453581
9,59,1.0,1598100181
9,9,3.0,1604023123
9,152,2.5,1606404868
9,57,2.5,1610346003
9,18,3.0,1613732553
9,78,3.0,1614135048
9,217,3.0,1622031416
9,125,4.0,1627183903
9,191,0.5,1632737745
9,127,3.5,1634949422
9,13,4.5,1645452310
9,101,2.5,1647835596
9,92,0.5,1657456354
10,72,3.5,1283319250
10,13,5.0,1291381299
10,5,3.5,1292775914
10,15,5.0,1296913960
10,36,4.0,1321373037
10,20,4.5,1359215432
10,124,4.5,1366659745
10,264,3.0,1404542963
10,255,1.0,1411050302
10,4,5.0,1439547495
10,84,3.0,1444134948
10,12,4.5,1463275137
10,189,3.0,1485744753
10,43,2.0,1487693485
10,32,1.5,1508791986
10,106,2.5,1530168273
10,70,4.5,1577084279
10,74,4.0,1587666853
10,100,4.5,1610652398
10,168,0.5,1632605067
10,24,4.5,1661834002
11,6,4.5,1281381250
11,19,5.0,1312991047
11,45,4.5,1324867053
11,16,3.5,1335807385
11,309,4.5,1379191539
11,18,4.5,1390291511
11,50,4.0,1468620526
11,76,3.0,1475592154
11,113,5.0,1477209971
11,72,4.0,1480403578
11,192,3.0,1483615344
11,67,4.0,1488669585
11,55,3.5,1492534064
11,85,2.5,1499542172
11,89,4.5,1532184891
11,190,4.5,1549782443
11,304,2.5,1588141511
11,2,4.5,1601982629
11,40,4.5,1640274875
11,30,4.5,1647888023
11,102,4.5,1661611374
12,33,2.5,1263242339
12,169,3.0,1265363921
12,329,2.5,1278711866
12,133,4.5,1285888357
12,165,2.0,1297434026
12,102,2.5,1300409871
12,236,3.5,1302382451
12,53,3.0,1311947155
12,8,3.5,1341199666
12,106,3.0,1361655374
12,104,4.0,1383550377
12,45,4.0,1421837858
12,94,5.0,1432740787
12,178,4.5,1432879234
12,256,3.5,1441991446
12,313,4.5,1443606716
12,93,4.0,1454765349
12,23,4.0,1454787578
12,16,5.0,1455187726
12,119,5.0,1455691846
12,46,2.5,1456694840
12,222,4.0,1458997902
12,149,3.0,1459428102
12,89,2.5,1463242988
12,293,2.5,1464004374
12,99,4.0,1465490341
12,6,3.0,1467718943
12,56,2.0,1468452571
12,11,5.0,1477475538
12,279,4.5,1498015605
12,281,5.0,1512303974
12,62,3.0,1514273246
12,290,3.5,1515184904
12,68,2.5,1523622224
12,303,1.0,1542993461
12,2,5.0,1549154897
12,156,5.0,1568181982
12,321,2.5,1581736428
12,17,5.0,1605970150
12,3,5.0,1626075261
12,34,4.5,1629246321
12,147,4.5,1640004767
12,342,4.5,1660420516
12,105,3.5,1660867150
12,29,3.0,1661607194
13,1,5.0,1262810883
13,156,3.5,1284118985
13,301,3.0,1284698477
13,278,0.5,1286915757
13,232,3.0,1342702541
13,12,4.5,1374724713
13,56,4.0,1381286800
13,94,3.5,1388389405
13,15,4.5,1397258881
13,60,2.0,1415802684
13,13,4.5,1419948690
13,33,4.5,1426015201
13,16,4.0,1462247964
13,41,2.5,1467269359
13,97,1.5,1470032211
13,31,4.0,1486178020
13,54,5.0,1493563369
13,40,4.0,1507158392
13,34,5.0,1543756572
13,5,3.5,1553658559
13,133,3.0,1557319943
13,28,4.0,1585937229
13,18,4.0,1647135209
13,135,2.5,1651009827
14,218,3.0,1269168322
14,58,3.5,1273208597
14,148,1.0,1302535416
14,30,5.0,1306688039
14,62,2.0,1335451389
14,64,2.5,1347052666
14,272,3.5,1359381582
14,78,3.0,1373140826
14,99,4.0,1395134142
14,305,2.5,1410718137
14,18,5.0,1431699242
14,36,5.0,1450669278
14,74,2.5,1462069781
14,29,4.5,1462242418
14,217,3.5,1505044664
14,31,5.0,1509171564
14,22,5.0,1531301551
14,8,5.0,1565904882
14,5,4.0,1569899592
14,69,2.0,1589088501
14,53,3.0,1590466895
14,312,2.0,1610381131
14,250,1.0,1617543506
14,56,5.0,1632044933
14,203,2.5,1649269606
15,305,4.0,1264366371
15,93,4.0,1268699146
15,11,5.0,1273655963
15,159,3.5,1275061866
15,120,5.0,1288262381
15,85,3.0,1293933727
15,23,4.5,1305929798
15,104,4.0,1306702363
15,48,3.0,1317757590
15,271,2.5,1318562016
15,174,4.5,1320270096
15,75,3.5,1321266999
15,220,1.0,1333074336
15,94,4.5,1336861397
15,211,0.5,1341479554
15,153,1.5,1346032887
15,1,5.0,1352628190
15,83,4.5,1353817882
15,62,3.5,1358635964
15,21,3.0,1358694848
15,300,3.0,1360434266
15,46,2.5,1377334544
15,26,4.5,1381083522
15,88,3.0,1390190099
15,30,4.5,1397084044
15,50,3.0,1397114993
15,288,1.0,1409763960
15,90,2.5,1418016419
15,302,4.0,1419271811
15,44,3.0,1421646510
15,196,2.0,1422551029
15,165,3.0,1428912725
15,78,3.0,1450981508
15,7,4.5,1466023684
15,96,3.0,1494407484
15,59,3.5,1529462574
15,243,4.0,1556827181
15,5,5.0,1557772268
15,200,3.0,1559420438
15,103,2.0,1561556052
15,82,3.5,1564208602
15,259,3.5,1570586373
15,100,5.0,1592468065
15,63,3.0,1601178299
15,277,3.0,1601188669
15,72,3.5,1629480814
15,68,2.5,1632129537
15,324,3.0,1633460670
15,297,3.5,1645913844
15,119,5.0,1651359331
15,33,4.0,1654683004
15,327,3.5,1659097487
16,136,3.5,1266408458
16,222,4.0,1270150388
16,45,3.5,1292780464
16,31,4.0,1294828628
16,32,3.5,1295793554
16,106,1.0,1301795579
16,59,3.5,1304010780
16,19,5.0,1333392545
16,37,3.5,1335574030
16,107,1.5,1354834795
16,135,2.5,1357697934
16,320,2.5,1363624045
16,1,5.0,1369555388
16,18,4.5,1370968018
16,41,4.0,1376365768
16,334,0.5,1376921002
16,300,3.5,1396705662
16,296,4.0,1408349797
16,36,5.0,1410236449
16,66,2.0,1413415490
16,88,3.5,1424618200
16,11,5.0,1464565626
16,50,3.5,1471363527
16,322,4.0,1478679424
16,4,5.0,1482915639
16,57,4.5,1485788293
16,85,3.0,1495725559
16,12,5.0,1497112582
16,40,5.0,1507817332
16,311,4.5,1522637509
16,316,1.0,1527094681
16,168,0.5,1528021152
16,20,4.0,1534610278
16,33,4.0,1535460332
16,279,1.0,1541877891
16,234,1.5,1548861594
16,327,4.0,1551716723
16,185,0.5,1558695448
16,96,2.0,1559353285
16,2,4.0,1563165390
16,90,3.5,1566210205
16,54,5.0,1582185372
16,244,3.5,1586258589
16,138,4.0,1587494266
16,68,3.0,1594384477
16,304,0.5,1606637654
16,23,4.0,1614879290
16,186,2.0,1629851289
16,46,5.0,1633111061
16,24,4.5,1640466816
16,10,5.0,1644414376
16,174,2.0,1647666092
17,56,3.0,1271352879
17,326,1.0,1306410078
17,7,3.0,1340321530
17,184,0.5,1343012792
17,148,1.0,1346581113
17,189,2.0,1355843233
17,12,3.0,1357060273
17,221,0.5,1379324200
17,186,2.0,1400182217
17,86,2.0,1410455731
17,26,3.0,1440634690
17,41,3.5,1450371789
17,45,3.0,1451046721
17,237,0.5,1452220585
17,161,1.0,1465567760
17,94,2.5,1475456511
17,299,1.0,1480496147
17,156,4.0,1482338100
17,5,3.0,1492326569
17,57,3.0,1497285767
17,168,1.5,1510725204
17,304,0.5,1520298481
17,14,1.5,1521845342
17,231,1.5,1530970805
17,123,1.0,1551152701
17,281,2.5,1563630077
17,236,0.5,1571565108
17,220,0.5,1589720195
17,19,5.0,1592090013
17,300,2.5,1609614710
17,242,2.5,1612097473
17,49,3.5,1615392790
17,207,0.5,1620379366
17,322,1.5,1630412617
17,4,3.0,1645036766
17,55,0.5,1653580524
18,241,3.0,1287046589
18,129,5.0,1287247477
18,175,4.5,1293042785
18,341,5.0,1302691330
18,62,4.5,1302950369
18,3,5.0,1315726014
18,10,3.5,1315958645
18,339,4.5,1317714647
18,2,5.0,1333518611
18,132,4.0,1337411978
18,333,2.0,1352159442
18,156,5.0,1354468216
18,104,4.5,1365379915
18,197,2.0,1383926759
18,55,1.0,1394107503
18,81,5.0,1396706475
18,74,5.0,1405894137
18,124,3.5,1443962727
18,305,5.0,1445881251
18,91,4.5,1447188136
18,20,5.0,1460499283
18,97,3.5,1482470312
18,11,5.0,1485810161
18,243,3.0,1486811448
18,121,5.0,1494816075
18,27,3.5,1495021191
18,19,5.0,1499267162
18,315,2.0,1517868259
18,313,4.0,1519769364
18,12,5.0,1546988280
18,89,4.0,1555285159
18,135,5.0,1561037588
18,92,2.0,1563531030
18,15,5.0,1564645401
18,40,4.0,1574282953
18,325,5.0,1591871713
18,18,4.0,1596037986
18,147,5.0,1610661666
18,326,0.5,1612548781
18,291,4.0,1612624118
18,272,4.0,1616575735
18,192,4.5,1634709137
18,41,2.5,1639572154
18,4,5.0,1645137651
18,295,2.5,1647182385
18,50,2.5,1655624902
18,154,1.0,1658171491
18,96,2.5,1659382309
18,17,5.0,1659585310
19,61,4.5,1267190809
19,256,4.5,1285202224
19,57,5.0,1320002169
19,32,5.0,1332619135
19,8,5.0,1337682469
19,4,5.0,1338181603
19,212,0.5,1356332989
19,30,5.0,1363265163
19,217,4.5,1365780925
19,24,5.0,1369892769
19,105,5.0,1380499428
19,1,5.0,1403871119
19,66,5.0,1427752603
19,33,5.0,1431145856
19,153,1.5,1453024773
19,231,3.0,1457103402
19,21,3.0,1468009226
19,237,3.0,1478466320
19,117,5.0,1481359084
19,186,2.5,1506468955
19,243,1.5,1518082474
19,10,5.0,1521596350
19,283,2.5,1524308359
19,29,5.0,1544333232
19,27,5.0,1554237662
19,37,4.0,1568515891
19,56,4.0,1574867976
19,272,3.0,1575681564
19,156,4.0,1579827086
19,282,0.5,1583488686
19,88,3.5,1586027178
19,126,4.0,1625011550
19,236,2.5,1636959719
19,72,3.0,1646968016
20,247,3.0,1263675693
20,204,5.0,1274306997
20,14,5.0,1283427035
20,60,3.0,1330739849
20,32,3.5,1331857160
20,25,5.0,1388758339
20,12,5.0,1396879432
20,95,4.0,1408838775
20,26,4.5,1409196660
20,127,4.5,1432849251
20,161,4.5,1436685408
20,324,3.5,1442521829
20,212,5.0,1467121410
20,96,1.5,1469945696
20,266,2.5,1472032764
20,327,3.5,1473224938
20,7,4.0,1491653831
20,21,3.5,1495163631
20,183,4.0,1504057414
20,45,3.0,1523422635
20,31,5.0,1527847198
20,300,3.5,1528279743
20,305,3.5,1529636317
20,152,3.0,1538238964
